Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Sandwich Policy Applied?,Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Eligibility Score
562068,Keith Barnett,Marketing,Team Lead,2011-06-06,Active,13.7,2024-12-31,Emergency Leave,Pending,0,Yes,Yes,97,17,80,73.9,32,3,11,2.1,2.4,Medium,12,Medium,2.3,95.8
733535,Kristi Horton,Sales,Associate,2017-08-17,Active,7.5,2024-11-10,Emergency Leave,Pending,5,Yes,No,70,67,3,53.3,41,27,41,2.6,3.1,Medium,24,Low,3.9,89.3
763331,Catherine Barrera,Operations,Senior Engineer,2018-10-31,Terminated,2.5,2024-02-20,Vacation,Pending,9,No,Yes,53,16,37,94.9,29,8,13,8.0,2.7,High,14,Low,1.0,74.6
330275,Brandon Johns,Sales,Manager,2014-10-24,Active,10.3,2024-08-13,Maternity/Paternity Leave,Rejected,9,No,Yes,78,0,78,63.5,30,27,7,3.2,4.2,Low,24,High,4.3,83.3
323525,Sierra Reyes,Engineering,Junior Engineer,2012-06-11,Active,12.7,2024-02-06,Sick Leave,Pending,7,Yes,Yes,98,55,43,95.3,32,16,14,1.8,4.2,High,18,Low,2.4,82.2
438939,Craig Rogers,HR,Manager,2014-03-01,Active,11.0,2024-08-05,Vacation,Pending,1,Yes,Yes,59,39,20,66.4,23,11,22,5.3,2.3,Low,3,Low,1.3,10.6
559329,Gary Cruz,Marketing,Team Lead,2019-08-21,Active,5.5,2024-10-17,Casual Leave,Rejected,8,Yes,No,24,24,0,86.6,48,29,37,1.1,3.1,Medium,4,Medium,4.2,6.3
419503,Mary Yates,IT,Analyst,2020-11-13,Active,4.3,2024-04-12,Emergency Leave,Approved,7,Yes,Yes,96,79,17,98.2,47,32,33,4.8,2.1,Low,12,Medium,1.4,21.7
989727,David Elliott,Engineering,Analyst,2019-11-07,Active,5.3,2024-03-12,Emergency Leave,Approved,7,No,No,93,27,66,52.6,33,18,13,3.2,2.3,Medium,25,High,4.4,63.2
992309,Terry Ellis,Sales,Analyst,2022-02-11,Active,3.0,2024-05-19,Maternity/Paternity Leave,Rejected,5,No,Yes,62,38,24,88.2,32,10,6,9.4,1.8,High,26,Medium,1.5,74.9
36562,Andrew Guzman,HR,Junior Engineer,2019-02-21,Active,6.0,2024-04-10,Vacation,Approved,5,Yes,Yes,65,60,5,92.3,10,10,4,7.7,3.9,Low,18,High,3.6,23.0
834015,Alexandra Delgado,Engineering,Team Lead,2016-04-13,Active,8.9,2024-06-05,Casual Leave,Rejected,9,No,No,42,24,18,50.6,20,15,6,9.0,3.5,Low,13,Low,2.1,74.4
821301,David Taylor,Operations,Analyst,2012-12-07,Active,12.2,2024-11-01,Sick Leave,Approved,5,No,Yes,87,65,22,73.0,14,1,11,3.6,3.8,High,27,Low,2.5,21.1
14304,Michael Chapman,HR,Team Lead,2010-09-24,Active,14.4,2024-11-12,Vacation,Pending,4,Yes,Yes,76,26,50,86.4,44,32,22,6.0,2.5,High,23,Medium,1.3,53.4
842497,Alejandro Rodriguez,IT,Associate,2015-03-10,Terminated,3.3,2024-04-29,Emergency Leave,Rejected,8,No,Yes,55,44,11,54.9,20,4,9,5.5,4.6,Low,3,Low,4.6,4.7
805292,Roy Saunders,Operations,Director,2012-05-22,Active,12.8,2024-12-08,Casual Leave,Rejected,3,Yes,Yes,98,98,0,67.2,5,1,2,4.2,3.4,Medium,3,Low,4.3,87.8
253866,Maureen Bauer,IT,Director,2019-04-18,Active,5.8,2024-11-23,Casual Leave,Approved,7,No,No,58,45,13,75.9,38,1,15,4.8,4.1,Medium,14,Medium,4.9,67.3
399056,Mark Obrien Jr.,Operations,Junior Engineer,2022-01-16,Resigned,0.2,2024-09-21,Vacation,Approved,7,Yes,No,38,2,36,53.7,6,6,6,7.8,1.1,Low,9,Low,3.0,68.3
178506,Tammy Chavez,Marketing,Senior Engineer,2011-10-13,Terminated,12.3,2024-10-06,Emergency Leave,Rejected,10,Yes,No,32,23,9,79.6,8,5,2,7.1,1.9,High,2,Medium,2.6,38.9
66842,Jason White,Operations,Junior Engineer,2022-10-16,Active,2.3,2024-06-03,Maternity/Paternity Leave,Rejected,10,No,No,22,15,7,66.2,27,19,3,8.3,1.0,High,27,Medium,2.3,83.7
38795,Steven Becker,Sales,Senior Engineer,2013-01-29,Active,12.1,2024-10-24,Vacation,Approved,6,Yes,No,91,23,68,68.5,30,12,13,6.9,4.1,Low,6,High,4.8,39.5
745892,Jenna Vincent,Marketing,Director,2021-07-20,Active,3.6,2024-03-03,Emergency Leave,Approved,8,No,No,86,48,38,71.6,50,45,40,4.0,2.5,Medium,19,High,2.6,75.3
72844,Mark Dyer,Operations,Intern,2014-06-10,Active,10.7,2024-05-30,Maternity/Paternity Leave,Rejected,10,Yes,Yes,29,27,2,58.7,46,24,28,6.4,4.1,Medium,11,Low,4.9,99.5
527520,Carol Brown,HR,Director,2021-05-09,Active,3.8,2024-05-08,Maternity/Paternity Leave,Rejected,10,No,No,37,31,6,84.1,8,4,3,9.4,1.6,Low,30,Medium,1.9,77.7
873512,Jennifer Berry,Sales,Junior Engineer,2017-12-29,Resigned,5.6,2024-04-12,Sick Leave,Pending,1,No,No,85,48,37,93.1,40,37,8,9.6,4.2,Low,29,Low,3.0,15.0
772333,Donna Ortega,Sales,Manager,2016-03-28,Active,8.9,2024-02-06,Sick Leave,Pending,4,Yes,No,90,41,49,57.6,36,8,13,1.9,3.0,High,3,Low,2.1,50.5
403942,Rebecca Fisher,Sales,Intern,2016-05-29,Terminated,7.1,2024-08-13,Vacation,Rejected,7,No,No,81,30,51,62.1,13,12,6,6.5,1.7,Medium,29,Medium,3.3,24.8
840859,Veronica Buckley,Marketing,Associate,2012-11-06,Active,12.3,2024-10-20,Vacation,Pending,7,Yes,No,64,18,46,74.9,21,11,4,4.9,4.6,Medium,30,Medium,1.8,11.0
341515,Katherine Santos,Operations,Director,2018-08-05,Terminated,1.2,2024-11-09,Casual Leave,Rejected,9,Yes,No,100,22,78,74.4,11,3,3,7.7,4.2,Medium,8,Medium,2.5,59.7
680666,Emily Carroll,Operations,Director,2014-03-10,Active,11.0,2024-12-05,Vacation,Pending,0,Yes,Yes,22,1,21,90.2,48,6,3,5.9,4.2,Low,18,Medium,3.3,95.5
249378,Timothy Cummings,Engineering,Intern,2013-10-22,Active,11.3,2024-07-06,Emergency Leave,Pending,4,Yes,Yes,28,0,28,71.7,24,12,19,3.4,1.9,Medium,18,High,3.2,55.3
777404,Mark Collins,Sales,Associate,2019-12-11,Active,5.2,2024-11-07,Maternity/Paternity Leave,Rejected,0,Yes,No,97,80,17,79.2,41,24,8,3.0,2.6,Low,17,Low,1.6,74.3
165398,Curtis Gallagher,IT,Senior Engineer,2013-02-10,Active,12.0,2024-12-09,Emergency Leave,Approved,6,Yes,No,34,19,15,84.0,38,34,27,9.4,4.4,High,7,Medium,4.2,63.9
38370,Stephanie Spencer,HR,Senior Engineer,2011-10-20,Terminated,9.8,2024-03-25,Sick Leave,Pending,6,Yes,No,66,7,59,81.8,11,11,10,5.2,2.4,Low,11,High,3.0,47.9
213463,Joshua Todd,Marketing,Director,2022-05-24,Active,2.7,2024-02-22,Maternity/Paternity Leave,Rejected,8,No,No,32,23,9,67.1,35,10,25,6.0,4.3,Medium,4,Medium,3.5,92.8
141819,Amy Pierce,Finance,Director,2022-02-18,Terminated,0.0,2024-09-25,Maternity/Paternity Leave,Pending,3,No,Yes,64,64,0,96.2,39,37,9,6.5,4.7,Low,10,Low,3.8,83.4
376254,Edwin Washington DVM,Engineering,Director,2016-10-10,Active,8.4,2024-10-01,Casual Leave,Rejected,8,Yes,Yes,97,54,43,82.6,28,6,14,8.0,4.7,Medium,17,Medium,1.9,50.2
603840,Heather Chan,Operations,Intern,2013-06-16,Active,11.7,2024-04-16,Maternity/Paternity Leave,Rejected,10,Yes,No,97,77,20,57.2,20,7,8,1.7,4.3,Low,14,Medium,2.0,3.2
241852,Megan Johnson,Operations,Analyst,2017-09-22,Active,7.4,2024-12-28,Sick Leave,Approved,8,Yes,No,87,22,65,75.5,32,9,0,9.4,1.7,Low,18,Low,2.9,86.1
715323,Anthony Gaines,Marketing,Intern,2017-09-25,Resigned,3.2,2024-01-28,Emergency Leave,Pending,6,No,No,89,54,35,60.7,37,35,28,3.4,4.0,High,8,Low,4.4,49.7
900605,Margaret Tran,Marketing,Intern,2019-09-02,Active,5.5,2024-03-20,Emergency Leave,Approved,2,Yes,Yes,59,24,35,74.3,33,9,14,7.0,4.6,Medium,10,Low,2.5,11.7
142973,Mr. Zachary Reyes,Engineering,Analyst,2019-10-08,Active,5.4,2024-05-16,Vacation,Rejected,7,Yes,Yes,14,13,1,53.5,24,14,16,6.0,3.3,High,3,High,3.2,49.2
110276,Keith Wilson,HR,Associate,2014-01-02,Active,11.1,2024-05-06,Sick Leave,Pending,8,No,Yes,28,19,9,95.4,9,4,6,1.4,1.9,Medium,13,Low,3.1,29.0
889316,Jennifer Shepard,Engineering,Associate,2021-03-14,Active,3.9,2024-11-03,Maternity/Paternity Leave,Rejected,6,No,No,56,6,50,71.5,48,25,43,7.4,3.5,Medium,4,High,2.9,69.6
343143,Arthur Young Jr.,IT,Associate,2021-01-03,Active,4.1,2024-09-04,Maternity/Paternity Leave,Rejected,7,No,No,21,10,11,80.1,32,25,31,4.5,1.8,High,17,Medium,2.1,31.1
482123,Laura Barrera,Operations,Analyst,2010-02-21,Active,15.0,2024-06-19,Vacation,Pending,9,No,No,49,41,8,85.9,18,2,8,1.1,3.2,High,16,Medium,3.5,39.4
889522,Amanda Rodgers,Marketing,Associate,2011-07-20,Active,13.6,2024-10-19,Vacation,Pending,7,Yes,Yes,79,54,25,57.4,7,7,4,5.1,2.2,Medium,2,High,2.1,21.4
852379,Frank Thornton,Engineering,Junior Engineer,2016-11-01,Active,8.3,2024-03-23,Maternity/Paternity Leave,Rejected,8,Yes,Yes,61,54,7,54.0,49,23,40,4.8,4.6,High,4,Medium,2.1,29.6
702500,Travis Patterson,Operations,Associate,2010-02-16,Active,15.0,2024-03-16,Sick Leave,Approved,8,Yes,No,96,12,84,88.1,50,43,32,7.0,1.9,Low,24,Medium,2.4,65.5
299663,Debra Hoffman,Engineering,Senior Engineer,2012-10-14,Active,12.4,2024-07-05,Casual Leave,Pending,4,No,Yes,75,9,66,85.0,43,40,12,3.9,3.5,Low,18,Low,4.9,29.5
811248,Allison Garza,Sales,Team Lead,2013-05-16,Active,11.8,2024-10-10,Vacation,Approved,10,Yes,Yes,37,17,20,58.9,9,9,7,8.2,2.8,High,19,High,4.4,47.2
395171,Jo Henderson,Engineering,Intern,2011-05-25,Active,13.7,2024-01-05,Casual Leave,Rejected,3,Yes,Yes,59,58,1,76.1,6,5,1,4.8,1.3,Medium,28,High,3.4,63.8
774887,Debra Russell,Finance,Manager,2010-05-14,Resigned,13.1,2024-08-08,Sick Leave,Approved,9,Yes,Yes,78,64,14,56.9,44,14,0,9.2,3.9,Low,29,Low,2.9,47.7
171230,Cassidy Hayes,HR,Manager,2019-08-22,Active,5.5,2024-08-25,Maternity/Paternity Leave,Pending,7,Yes,No,90,2,88,70.4,31,18,3,4.7,4.7,Medium,19,Low,2.2,91.1
895749,Victor Perez,Engineering,Senior Engineer,2012-04-28,Active,12.8,2024-05-27,Casual Leave,Rejected,9,Yes,Yes,43,30,13,77.8,20,20,18,7.1,2.6,Low,24,High,4.5,9.4
234854,Lee Valencia,Sales,Senior Engineer,2013-05-08,Active,11.8,2024-01-13,Casual Leave,Approved,8,No,No,68,3,65,69.8,14,9,13,8.9,3.6,Medium,18,Medium,2.8,33.2
98973,Shannon Bowen,HR,Senior Engineer,2022-04-23,Active,2.8,2024-12-25,Emergency Leave,Rejected,9,No,Yes,20,1,19,76.6,8,5,8,5.5,1.4,Low,6,High,4.1,68.1
872842,Amy King,Operations,Associate,2011-04-16,Active,13.9,2024-08-03,Vacation,Pending,0,Yes,No,52,13,39,88.0,47,5,0,6.9,1.9,High,28,High,4.8,64.2
585092,Anne Mitchell,Marketing,Senior Engineer,2013-03-11,Active,11.9,2024-02-07,Maternity/Paternity Leave,Pending,3,No,Yes,66,24,42,86.1,12,5,8,4.8,4.8,Low,9,Medium,4.3,77.7
970409,Emily Hernandez,Operations,Team Lead,2013-06-05,Active,11.7,2024-11-08,Emergency Leave,Pending,3,Yes,No,34,21,13,90.8,47,44,35,5.9,1.2,High,26,High,1.5,34.1
864046,Marcus Brown,Sales,Analyst,2012-02-16,Active,13.0,2024-04-13,Vacation,Rejected,3,Yes,Yes,96,31,65,89.2,39,3,36,8.2,4.2,Medium,16,Low,1.7,56.8
970311,Jean Martin,Marketing,Associate,2011-11-13,Resigned,2.9,2024-02-13,Emergency Leave,Rejected,5,No,No,99,4,95,63.5,35,18,4,6.6,4.0,High,3,Low,2.2,65.7
566147,Tracy Smith,Finance,Manager,2016-08-16,Active,8.5,2024-03-02,Maternity/Paternity Leave,Approved,4,Yes,Yes,55,53,2,81.7,7,3,3,1.2,3.2,High,9,Medium,4.2,32.3
384638,Ian Frank,IT,Junior Engineer,2012-06-22,Resigned,6.3,2024-07-25,Casual Leave,Rejected,3,Yes,Yes,31,9,22,64.2,15,1,2,3.1,4.3,High,23,Medium,2.8,63.6
292146,Thomas Rios,Finance,Junior Engineer,2017-06-04,Active,7.7,2024-09-08,Maternity/Paternity Leave,Approved,1,No,Yes,15,6,9,76.2,24,6,12,1.6,4.5,Low,21,Low,2.9,92.0
601156,Eduardo West,Marketing,Associate,2014-06-13,Resigned,7.8,2024-07-05,Casual Leave,Approved,10,Yes,Yes,38,21,17,90.7,38,30,1,3.5,3.5,Low,29,Medium,3.9,80.4
167039,Andrew Rodriguez,Marketing,Manager,2015-01-19,Active,10.1,2024-02-04,Sick Leave,Rejected,9,No,Yes,88,1,87,83.3,7,6,0,7.2,1.6,High,3,High,4.9,52.2
197377,Michael Parks,Engineering,Team Lead,2021-02-03,Active,4.0,2024-09-04,Emergency Leave,Rejected,7,Yes,Yes,34,3,31,63.8,43,19,26,3.3,2.4,Medium,10,Low,2.7,62.4
323953,Audrey Walker,Marketing,Junior Engineer,2012-03-12,Resigned,10.2,2024-07-08,Sick Leave,Pending,8,Yes,Yes,66,27,39,93.9,33,16,3,6.4,3.4,High,14,Medium,3.9,23.8
256563,Frank Johnson,IT,Analyst,2011-11-24,Active,13.2,2024-06-17,Sick Leave,Approved,6,No,No,35,1,34,97.1,48,15,2,4.8,2.6,Low,25,Medium,2.7,98.3
86335,Michael Hays,Engineering,Associate,2018-08-21,Active,6.5,2024-01-01,Sick Leave,Pending,3,Yes,Yes,97,27,70,99.5,15,13,13,8.5,1.6,Medium,8,High,2.3,51.2
734623,Charles Yates,Engineering,Team Lead,2017-05-20,Active,7.8,2024-09-24,Sick Leave,Approved,6,No,Yes,60,48,12,76.6,8,4,1,8.0,3.5,Low,15,High,2.6,94.5
621102,Kristen Shah,HR,Senior Engineer,2021-11-03,Active,3.3,2024-03-09,Maternity/Paternity Leave,Pending,5,Yes,No,88,75,13,86.0,28,8,4,4.2,3.8,Low,26,High,4.2,89.5
715519,Martin Payne,Engineering,Intern,2015-08-03,Active,9.6,2024-08-22,Sick Leave,Rejected,3,Yes,Yes,81,7,74,58.1,25,11,19,3.8,2.7,Medium,10,Low,1.4,74.7
694767,Megan Mercado,Sales,Associate,2018-06-16,Active,6.7,2024-11-09,Sick Leave,Rejected,9,Yes,Yes,29,26,3,88.6,16,16,4,2.4,4.1,Medium,0,Medium,4.5,71.4
282364,Laura Young,IT,Junior Engineer,2020-07-04,Active,4.6,2024-09-20,Casual Leave,Approved,5,No,No,58,20,38,61.2,37,31,17,5.7,2.0,High,17,High,1.5,30.2
439057,Vicki Ibarra,Operations,Associate,2022-08-28,Active,2.5,2024-09-01,Sick Leave,Rejected,4,Yes,No,55,10,45,95.6,8,1,3,2.7,1.5,High,0,Low,3.5,94.2
986207,Nicole Costa,Finance,Director,2019-02-06,Active,6.0,2024-08-02,Vacation,Pending,1,Yes,Yes,63,7,56,88.3,22,8,14,9.9,4.9,Medium,23,Low,2.4,64.9
230565,Melissa Shaffer,Marketing,Senior Engineer,2020-09-26,Active,4.4,2024-10-02,Sick Leave,Pending,3,Yes,Yes,31,27,4,66.1,38,5,5,6.5,4.6,High,2,Low,1.7,32.9
131384,Taylor Wong,Finance,Junior Engineer,2010-05-03,Active,14.8,2024-04-05,Sick Leave,Pending,0,Yes,No,68,18,50,97.0,30,19,13,5.1,2.4,Low,6,High,4.0,69.5
170304,Jordan Smith,Finance,Team Lead,2013-09-09,Active,11.4,2024-01-03,Maternity/Paternity Leave,Rejected,5,No,No,53,11,42,96.1,50,37,47,5.4,4.5,High,8,Low,3.3,0.4
824986,Randy Chen II,HR,Senior Engineer,2018-05-09,Active,6.8,2024-12-17,Emergency Leave,Approved,8,No,Yes,81,53,28,66.0,14,11,9,5.6,3.4,High,28,High,4.1,11.2
694385,Tina Stephens,Finance,Intern,2015-03-17,Active,9.9,2024-06-12,Maternity/Paternity Leave,Pending,0,Yes,No,38,21,17,73.1,50,22,6,3.0,2.0,Medium,9,Low,4.6,0.0
88297,Dawn Martin,Engineering,Junior Engineer,2011-10-02,Active,13.4,2024-02-10,Maternity/Paternity Leave,Pending,6,No,No,76,19,57,92.7,14,4,3,6.1,3.4,High,5,Medium,2.2,91.9
883819,Ryan Olson,Operations,Intern,2010-07-31,Resigned,2.9,2024-07-19,Maternity/Paternity Leave,Approved,10,Yes,Yes,43,41,2,64.1,18,4,12,9.2,4.7,High,19,High,2.6,91.1
604399,Danielle Stone,Finance,Junior Engineer,2010-01-03,Active,15.1,2024-12-31,Maternity/Paternity Leave,Pending,7,Yes,Yes,16,3,13,83.1,28,11,5,1.9,4.8,Medium,6,Medium,1.4,18.7
834792,Jonathan Long,Finance,Senior Engineer,2014-03-25,Active,10.9,2024-04-28,Casual Leave,Pending,10,No,Yes,25,13,12,84.0,37,28,22,6.6,2.7,Medium,26,Low,1.1,26.5
515761,Jennifer Hernandez,Operations,Manager,2020-10-22,Active,4.3,2024-01-05,Maternity/Paternity Leave,Rejected,7,No,No,63,30,33,91.7,14,7,10,3.5,2.6,Medium,14,Low,1.4,40.3
425138,Crystal Ward,Finance,Intern,2022-11-29,Active,2.2,2024-10-27,Maternity/Paternity Leave,Approved,8,Yes,No,54,8,46,87.3,26,2,1,5.8,1.0,High,28,Medium,3.0,83.5
727786,Stephen Perez,HR,Senior Engineer,2021-06-18,Active,3.7,2024-03-09,Casual Leave,Pending,10,Yes,No,73,69,4,67.4,16,11,8,3.6,2.8,Low,10,Low,4.9,32.5
862500,David Dennis,Operations,Associate,2012-07-17,Active,12.6,2024-03-11,Casual Leave,Pending,7,No,Yes,25,2,23,82.0,27,1,15,8.4,3.9,High,16,Medium,3.7,34.5
490610,Kathryn Saunders,Marketing,Intern,2019-05-26,Active,5.7,2024-09-16,Emergency Leave,Rejected,3,Yes,Yes,13,1,12,78.7,16,15,4,3.4,1.9,High,27,Medium,2.7,18.9
980421,Erin Williams,Engineering,Analyst,2020-11-12,Active,4.3,2024-02-17,Emergency Leave,Rejected,9,No,No,28,25,3,99.3,6,3,1,9.2,1.5,Medium,22,High,4.3,42.8
837442,Matthew Porter DVM,Engineering,Intern,2012-04-14,Terminated,3.8,2024-09-29,Maternity/Paternity Leave,Rejected,6,Yes,Yes,29,28,1,71.3,22,10,18,1.8,4.3,Low,8,High,4.6,44.9
403656,Anthony Solis,IT,Analyst,2019-05-30,Active,5.7,2024-07-27,Sick Leave,Approved,1,Yes,No,58,57,1,78.3,23,4,4,6.3,4.2,Low,12,Low,2.4,63.0
792859,Connie Davis,Operations,Director,2016-12-25,Resigned,2.8,2024-12-21,Casual Leave,Approved,7,Yes,Yes,40,16,24,55.1,14,10,2,7.2,1.4,Low,29,Medium,1.3,4.2
664563,William Leonard,Operations,Analyst,2021-03-04,Active,4.0,2024-03-12,Maternity/Paternity Leave,Approved,3,Yes,No,25,17,8,59.2,17,9,3,3.5,3.7,High,8,Low,3.5,26.9
694905,Daniel Figueroa,Engineering,Analyst,2012-03-28,Active,12.9,2024-02-16,Maternity/Paternity Leave,Approved,5,No,No,89,68,21,74.3,10,1,2,6.6,1.1,Medium,21,Low,1.2,8.3
850750,Leslie Sharp,Marketing,Intern,2015-06-03,Terminated,1.2,2024-06-18,Maternity/Paternity Leave,Approved,9,Yes,Yes,76,29,47,68.7,29,26,2,3.9,1.6,High,15,Low,3.5,98.1
699144,Heather Berry,HR,Manager,2014-10-13,Active,10.4,2024-06-22,Emergency Leave,Pending,2,No,Yes,35,34,1,53.9,36,4,2,2.5,2.0,Low,2,Low,2.2,35.0
562342,Nicholas Ramos,Sales,Associate,2012-07-29,Active,12.6,2024-03-24,Maternity/Paternity Leave,Approved,4,No,Yes,74,17,57,62.0,10,10,1,2.2,1.3,Medium,19,Low,2.0,26.9
404772,Michael Johnson,Operations,Senior Engineer,2012-04-23,Resigned,10.0,2024-03-15,Maternity/Paternity Leave,Pending,3,No,Yes,25,10,15,76.5,39,33,16,8.7,2.6,Low,19,Low,1.9,42.7
167004,Desiree Carson,Sales,Director,2012-10-16,Resigned,1.5,2024-07-28,Emergency Leave,Rejected,1,No,Yes,53,48,5,68.3,39,32,3,9.2,4.5,High,13,Low,1.8,21.5
931793,Larry Preston,Finance,Manager,2019-10-12,Active,5.4,2024-10-20,Emergency Leave,Pending,4,Yes,No,15,9,6,72.5,46,33,5,2.3,2.4,High,15,High,4.6,71.8
416512,Patricia Zuniga,Engineering,Intern,2016-02-12,Active,9.0,2024-11-01,Sick Leave,Pending,3,No,Yes,91,42,49,51.7,19,2,3,1.8,1.3,Low,11,Medium,1.1,20.7
201279,Katherine Morris,Engineering,Intern,2012-08-26,Active,12.5,2024-03-10,Sick Leave,Pending,5,No,Yes,80,3,77,92.8,26,24,14,1.1,2.7,Medium,0,Medium,2.8,0.0
453390,Dr. Erika Allen,Sales,Analyst,2019-12-14,Active,5.2,2024-05-19,Casual Leave,Approved,4,No,Yes,20,3,17,92.2,40,39,15,9.9,1.2,Medium,16,Low,2.7,24.1
155457,Logan Davenport,Operations,Team Lead,2015-12-24,Active,9.2,2024-07-05,Casual Leave,Approved,0,Yes,No,48,47,1,57.7,37,25,8,7.8,3.9,Low,3,Medium,1.2,40.8
828156,Vanessa Walker,Sales,Senior Engineer,2022-04-07,Resigned,0.3,2024-05-13,Vacation,Approved,4,No,No,60,41,19,86.6,21,5,10,2.3,1.4,High,30,High,3.9,43.2
843415,Kevin Coleman,Operations,Manager,2013-06-01,Active,11.7,2024-12-11,Emergency Leave,Approved,2,Yes,Yes,20,13,7,50.9,26,8,15,6.8,1.4,Medium,4,Low,3.3,21.1
235866,Robert Brown,Finance,Senior Engineer,2017-05-20,Active,7.8,2024-04-21,Casual Leave,Approved,10,Yes,No,35,2,33,80.9,17,15,5,9.6,5.0,High,21,High,1.7,51.8
719462,Richard Bowers,Finance,Team Lead,2020-04-19,Active,4.8,2024-06-27,Vacation,Approved,3,Yes,No,84,59,25,89.1,37,29,26,2.2,3.8,Medium,8,Low,2.0,21.6
569539,Eric Schneider,Sales,Director,2021-07-27,Active,3.6,2024-05-31,Casual Leave,Approved,2,Yes,No,43,31,12,97.8,24,22,22,8.7,4.4,Medium,8,Medium,3.4,22.5
359484,Joseph Patton,Engineering,Director,2012-12-12,Active,12.2,2024-04-30,Vacation,Rejected,6,Yes,No,57,39,18,59.7,25,25,11,9.9,2.8,Low,6,Medium,4.9,16.6
660516,Karen Moss,Sales,Intern,2010-03-27,Active,14.9,2024-06-17,Maternity/Paternity Leave,Rejected,6,Yes,No,63,11,52,80.8,21,10,1,9.4,4.4,Low,3,High,4.7,86.5
957269,Karen Houston,Marketing,Director,2014-03-02,Active,11.0,2024-02-10,Sick Leave,Rejected,2,No,No,49,18,31,81.3,25,5,23,7.2,2.7,High,13,Medium,3.1,62.4
952110,Daniel Ali,Marketing,Intern,2012-10-17,Terminated,5.2,2024-01-21,Sick Leave,Rejected,1,No,No,49,28,21,89.3,24,8,14,1.2,3.1,Low,27,Medium,4.9,35.2
904543,Marie Harris,HR,Director,2019-09-19,Active,5.4,2024-02-19,Vacation,Approved,6,No,Yes,44,1,43,60.3,19,8,0,9.8,2.7,Low,23,Low,4.4,44.2
658522,Anthony White,IT,Director,2014-11-08,Active,10.3,2024-09-04,Casual Leave,Approved,6,No,Yes,41,22,19,78.4,14,5,4,9.9,1.3,High,20,Medium,2.1,28.3
140191,Carla Hamilton,Sales,Junior Engineer,2019-03-05,Active,6.0,2024-05-30,Casual Leave,Rejected,9,No,No,30,19,11,96.1,25,3,5,1.9,2.5,High,22,High,3.5,99.1
997213,Lori Moore,Operations,Senior Engineer,2018-04-21,Active,6.8,2024-09-29,Sick Leave,Pending,1,No,No,30,11,19,53.1,39,18,34,6.7,3.6,Medium,20,Medium,2.2,64.8
152944,Justin Mendez,Finance,Associate,2014-05-11,Active,10.8,2024-05-02,Sick Leave,Pending,1,Yes,No,99,99,0,64.4,10,7,7,8.1,2.6,Medium,5,Medium,3.4,46.4
532012,Susan Jones,IT,Analyst,2014-01-11,Active,11.1,2024-01-14,Vacation,Pending,9,Yes,Yes,99,10,89,70.5,15,10,2,9.5,2.3,Medium,7,Low,4.2,92.3
531532,Debra Hutchinson,IT,Team Lead,2014-01-26,Active,11.1,2024-02-04,Maternity/Paternity Leave,Approved,8,No,Yes,29,16,13,52.9,50,41,49,8.4,3.9,Medium,30,High,2.7,36.8
186986,Nathaniel Johnson,IT,Junior Engineer,2022-06-15,Active,2.7,2024-10-26,Vacation,Approved,7,Yes,Yes,13,2,11,59.5,16,12,8,9.7,3.5,High,6,High,4.3,99.8
799501,Matthew Maddox,Marketing,Senior Engineer,2013-08-31,Active,11.5,2024-07-03,Maternity/Paternity Leave,Pending,8,Yes,No,38,36,2,96.1,14,11,9,8.8,4.4,High,0,High,3.5,7.9
694903,Christopher Watkins,Operations,Senior Engineer,2011-08-10,Active,13.5,2024-10-10,Vacation,Approved,0,Yes,No,55,17,38,65.8,41,41,40,7.1,1.9,Medium,10,Medium,3.9,84.6
624129,William Lowe,Engineering,Associate,2022-03-23,Active,2.9,2024-06-17,Sick Leave,Pending,10,Yes,Yes,15,12,3,67.6,16,7,3,5.3,2.6,Low,24,Low,3.1,16.3
230579,Curtis Murray,Sales,Junior Engineer,2010-12-25,Active,14.2,2024-06-16,Emergency Leave,Rejected,8,Yes,No,84,72,12,89.9,39,2,21,1.8,4.6,High,17,Low,1.0,15.1
810284,Christina Salas,Marketing,Associate,2021-03-07,Active,4.0,2024-04-07,Emergency Leave,Approved,4,No,Yes,77,66,11,71.2,48,32,16,4.2,3.9,High,17,High,1.1,73.2
775160,Seth Cameron,Marketing,Analyst,2022-03-20,Resigned,2.2,2024-07-27,Emergency Leave,Approved,9,Yes,Yes,18,3,15,97.2,44,25,28,8.2,2.0,Medium,9,Medium,1.3,25.9
107649,Penny Smith,IT,Team Lead,2018-02-20,Active,7.0,2024-03-17,Maternity/Paternity Leave,Rejected,9,Yes,Yes,31,30,1,94.3,29,24,2,3.4,1.1,Low,11,High,1.8,18.3
712876,William Walton,Sales,Director,2012-11-24,Active,12.2,2024-01-18,Vacation,Rejected,6,No,Yes,76,64,12,64.6,12,2,11,7.6,4.3,Medium,3,Medium,2.7,26.9
