Employee ID,Employee Name,Department/Team,Designation/Role,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Skill_Performance,Leave Month,Leave Approval Rate,Leave Impact Score,Team Workload Ratio
626844,Terry Valdez,6,2,0,4.1,2024-11-28,3,0,4,1,53,15.0,38.0,56.1,18,5,2.0,4.0,2.5,0,17,1,1.1,10.0,1,0.0,96.0,0.2777777777777778
860032,Jeremy White,5,6,0,10.1,2024-04-28,3,1,6,1,47,18.0,29.0,75.6,11,8,4.0,6.8,3.8,0,28,0,4.2,25.84,1,14.285714285714285,72.0,0.7272727272727273
543403,Derek Butler,2,5,0,10.2,2024-02-29,0,1,9,1,50,28.0,22.0,64.9,6,1,3.0,3.9,2.8,1,3,0,2.3,10.92,11,10.0,-45.0,0.16666666666666666
627291,Rachel Robinson,4,5,0,11.1,2024-10-06,4,1,10,0,73,62.0,11.0,98.0,17,6,7.0,1.6,3.1,2,25,2,2.9,4.960000000000001,1,9.090909090909092,-500.0,0.35294117647058826
11472,Vicki Crawford,6,2,2,5.2,2024-08-06,2,1,2,0,29,23.0,6.0,53.4,29,10,2.0,9.7,2.2,0,4,1,4.6,21.34,3,33.33333333333333,-32.0,0.3448275862068966
758745,Ian Castro DDS,1,2,0,6.7,2024-06-26,4,1,5,0,23,4.0,19.0,65.3,25,24,1.0,8.4,2.2,2,29,2,1.4,18.480000000000004,6,16.666666666666664,80.0,0.96
709822,Natasha Bowman,1,7,0,2.5,2024-06-13,1,2,1,1,97,6.0,91.0,96.3,9,2,1.0,8.6,1.6,1,16,1,3.1,13.76,8,100.0,86.0,0.2222222222222222
169859,Loretta Warren,5,2,0,7.4,2024-08-31,3,2,4,1,42,11.0,31.0,86.8,28,4,26.0,8.0,1.5,2,10,2,1.4,12.0,9,40.0,84.0,0.14285714285714285
577216,Julia Garcia,5,4,0,12.7,2024-01-11,3,2,10,1,53,48.0,5.0,63.7,12,6,9.0,3.1,4.0,0,25,1,3.9,12.4,6,18.181818181818183,-420.0,0.5
205893,Mr. Jonathan West,5,1,0,6.8,2024-04-24,4,0,2,1,20,17.0,3.0,88.8,24,9,22.0,7.1,2.4,0,29,1,2.2,17.04,5,0.0,-26.0,0.375
880373,Amy Lopez,4,4,0,2.8,2024-01-23,4,0,5,1,97,45.0,52.0,90.3,43,12,21.0,6.8,3.6,0,8,0,4.6,24.48,5,0.0,40.0,0.27906976744186046
115294,Kim Arias,2,3,0,10.0,2024-04-29,3,1,6,1,100,76.0,24.0,86.2,6,5,2.0,9.6,3.2,2,20,2,4.5,30.72,2,14.285714285714285,-306.0,0.8333333333333334
332389,David Dunn,5,7,0,12.1,2024-02-03,3,2,7,1,32,28.0,4.0,89.4,28,7,8.0,9.5,3.5,2,6,2,3.2,33.25,1,25.0,-161.0,0.25
965713,Cassandra Simmons,5,6,0,13.5,2024-06-27,0,2,7,1,52,47.0,5.0,75.3,49,41,40.0,5.4,4.9,1,20,2,4.2,26.460000000000004,8,25.0,-287.0,0.8367346938775511
37153,Amy Donaldson,2,4,0,11.9,2024-03-28,4,0,0,0,47,20.0,27.0,53.5,13,9,1.0,5.0,4.0,2,5,0,2.3,20.0,3,0.0,0.0,0.6923076923076923
486038,Cindy Cruz,1,5,0,9.8,2024-10-29,2,1,6,1,88,8.0,80.0,53.4,26,25,24.0,6.7,4.9,1,22,1,4.1,32.830000000000005,5,14.285714285714285,438.0,0.9615384615384616
163241,Mr. Seth Hill,2,1,1,6.8,2024-01-03,3,2,10,0,29,3.0,26.0,94.1,22,3,12.0,9.5,1.0,0,12,1,4.2,9.5,7,18.181818181818183,240.0,0.13636363636363635
686066,Jennifer Garza,3,5,0,10.2,2024-11-20,2,0,2,1,16,2.0,14.0,53.7,31,4,12.0,5.3,3.0,0,5,2,2.6,15.899999999999999,12,0.0,26.0,0.12903225806451613
371197,Luis Schwartz,1,2,0,13.3,2024-07-27,2,2,9,0,11,8.0,3.0,73.1,6,1,1.0,4.8,4.0,1,15,0,2.6,19.2,11,20.0,-36.0,0.16666666666666666
556683,Shane Ward,1,3,0,4.2,2024-05-20,2,0,2,1,32,2.0,30.0,77.0,38,16,12.0,8.3,4.2,2,2,2,1.7,34.86000000000001,11,0.0,58.0,0.42105263157894735
422083,Jennifer Smith,2,3,0,3.4,2024-12-17,3,0,6,1,73,6.0,67.0,75.6,9,3,0.0,5.7,4.0,1,13,2,1.1,22.8,10,0.0,372.0,0.3333333333333333
643810,Chase Rodriguez,2,3,0,10.1,2024-12-28,2,1,1,1,98,30.0,68.0,85.2,28,21,21.0,3.8,2.5,1,9,2,3.0,9.5,1,50.0,39.0,0.75
667639,Julian Hughes,6,5,0,8.7,2024-09-08,4,1,5,0,38,31.0,7.0,77.7,45,18,44.0,3.9,1.3,1,0,1,3.5,5.07,6,16.666666666666664,-115.0,0.4
231776,James Hardy,5,4,1,4.7,2024-02-28,4,0,4,0,23,2.0,21.0,75.1,48,20,22.0,4.4,3.1,0,16,0,3.5,13.640000000000002,4,0.0,80.0,0.4166666666666667
14615,Sarah Mack,0,7,0,8.6,2024-04-01,4,0,5,1,64,30.0,34.0,87.5,15,8,7.0,5.6,3.1,1,20,1,3.6,17.36,7,0.0,25.0,0.5333333333333333
531772,Courtney Price,5,2,2,10.3,2024-06-25,2,2,6,1,71,1.0,70.0,73.0,37,25,15.0,9.2,2.0,2,16,0,3.2,18.4,4,28.57142857142857,420.0,0.6756756756756757
790273,Bonnie Gonzalez,4,1,0,6.1,2024-10-18,3,2,3,0,17,12.0,5.0,72.7,29,1,21.0,5.6,3.5,0,1,1,4.0,19.599999999999998,1,50.0,-18.0,0.034482758620689655
456509,Ryan Nunez,1,1,1,2.8,2024-04-30,4,0,3,0,93,33.0,60.0,89.5,8,4,7.0,3.2,1.7,2,18,2,2.7,5.44,6,0.0,84.0,0.5
386860,Christopher White,5,5,1,1.4,2024-03-05,2,0,5,0,59,8.0,51.0,95.9,27,19,1.0,8.7,4.8,0,14,1,3.8,41.76,1,0.0,220.0,0.7037037037037037
955003,Mrs. Kristy Garza MD,1,2,0,8.7,2024-12-31,2,2,5,1,57,24.0,33.0,75.3,6,2,6.0,3.2,2.8,0,24,2,3.5,8.959999999999999,5,33.33333333333333,50.0,0.3333333333333333
282491,Lauren Garrett,3,1,0,10.9,2024-02-09,3,1,2,1,11,2.0,9.0,95.9,16,3,9.0,3.4,2.6,0,26,0,1.5,8.84,3,33.33333333333333,16.0,0.1875
639155,Kevin Wright,3,2,1,5.2,2024-10-20,3,1,4,0,80,56.0,24.0,68.4,22,18,2.0,6.4,3.0,0,6,1,4.0,19.200000000000003,2,20.0,-124.0,0.8181818181818182
309126,Denise Cox,2,7,0,9.6,2024-11-26,3,2,1,0,62,30.0,32.0,94.7,23,4,10.0,9.7,2.9,1,0,1,3.7,28.129999999999995,6,100.0,3.0,0.17391304347826086
14738,Sarah Austin,0,5,1,2.7,2024-06-17,3,2,4,0,42,9.0,33.0,90.1,29,5,27.0,7.1,4.3,0,13,2,2.0,30.529999999999998,1,40.0,100.0,0.1724137931034483
276854,Jennifer Franco,1,2,0,2.9,2024-02-04,1,0,0,1,47,20.0,27.0,81.5,27,26,25.0,1.2,4.2,1,19,2,1.4,5.04,3,0.0,0.0,0.9629629629629629
69450,Holly Michael,6,3,0,6.6,2024-11-23,1,0,5,0,89,77.0,12.0,75.4,45,23,42.0,5.8,1.2,1,13,2,3.6,6.96,6,0.0,-320.0,0.5111111111111111
962802,Nicholas Rodriguez,5,6,0,10.4,2024-09-22,4,0,9,0,23,8.0,15.0,57.1,10,1,4.0,5.5,3.2,2,6,0,4.7,17.6,9,0.0,72.0,0.1
400769,Teresa Price,1,3,1,7.3,2024-09-05,2,0,0,0,78,29.0,49.0,59.0,48,35,37.0,7.7,2.0,1,30,2,3.1,15.4,12,0.0,0.0,0.7291666666666666
474363,Barbara Reed,5,6,0,11.4,2024-07-14,1,0,9,1,30,12.0,18.0,66.0,7,6,1.0,5.0,3.9,0,18,2,3.8,19.5,10,0.0,63.0,0.8571428571428571
486544,John Davenport,1,5,0,11.7,2024-09-03,4,2,6,0,13,9.0,4.0,86.5,46,30,39.0,2.1,3.3,0,30,2,3.3,6.93,5,28.57142857142857,-24.0,0.6521739130434783
500799,Roger Young,6,5,0,5.1,2024-09-28,1,2,0,1,83,49.0,34.0,90.0,29,21,11.0,4.0,3.0,0,16,0,1.3,12.0,12,200.0,-0.0,0.7241379310344828
609893,Jennifer Long,6,4,2,2.2,2024-02-04,3,2,6,1,12,0.0,12.0,72.3,22,10,14.0,8.4,2.0,2,7,0,1.8,16.8,2,28.57142857142857,78.0,0.45454545454545453
71031,Melanie Willis,5,5,0,5.0,2024-03-31,2,2,4,0,73,12.0,61.0,83.3,20,12,0.0,5.8,2.2,2,10,2,4.9,12.76,3,40.0,200.0,0.6
551577,Connie Davis,6,7,1,2.5,2024-08-14,4,0,4,0,69,54.0,15.0,59.7,29,1,25.0,5.8,1.9,2,23,1,1.0,11.02,4,0.0,-152.0,0.034482758620689655
529473,Jared Hernandez,1,5,0,13.9,2024-02-14,4,1,8,1,50,33.0,17.0,69.2,36,13,36.0,4.4,4.6,2,21,0,1.2,20.24,3,11.11111111111111,-120.0,0.3611111111111111
140954,Philip Smith,2,3,0,2.2,2024-08-13,3,2,6,1,18,12.0,6.0,89.0,34,23,25.0,6.1,2.5,1,22,0,3.6,15.25,12,28.57142857142857,-30.0,0.6764705882352942
296085,Curtis Payne,0,5,0,6.6,2024-09-25,4,0,7,0,62,44.0,18.0,89.6,43,25,42.0,5.1,4.7,1,7,1,2.4,23.97,7,0.0,-175.0,0.5813953488372093
893545,Andrea Torres,2,0,0,14.8,2024-02-11,2,1,2,0,80,30.0,50.0,56.7,28,17,5.0,1.5,4.3,2,7,0,3.2,6.449999999999999,5,33.33333333333333,42.0,0.6071428571428571
680159,Julia Boyle,1,1,0,14.4,2024-02-09,4,0,7,0,82,45.0,37.0,62.7,10,1,4.0,8.6,3.0,1,8,1,1.6,25.799999999999997,9,0.0,-49.0,0.1
350029,Sheila Wheeler,2,5,0,9.3,2024-09-12,3,1,0,1,62,22.0,40.0,52.3,49,17,19.0,9.5,1.1,2,21,0,2.3,10.450000000000001,11,100.0,0.0,0.3469387755102041
747996,Jennifer Palmer,3,4,1,7.5,2024-02-03,0,2,4,1,28,21.0,7.0,50.8,7,4,4.0,5.4,2.3,0,10,0,2.1,12.42,3,40.0,-52.0,0.5714285714285714
795837,Nathaniel Beltran,2,6,0,8.9,2024-10-18,3,2,8,1,15,14.0,1.0,53.6,18,3,1.0,2.6,4.2,2,5,1,3.3,10.920000000000002,3,22.22222222222222,-96.0,0.16666666666666666
832628,Joanne Paul,6,7,1,1.0,2024-09-20,4,0,10,0,84,59.0,25.0,52.7,50,12,34.0,1.5,2.1,2,23,2,4.8,3.1500000000000004,3,0.0,-330.0,0.24
27666,Shawn Wright,0,5,0,13.6,2024-03-30,0,0,0,1,99,64.0,35.0,69.2,28,28,5.0,2.0,2.3,2,7,0,3.9,4.6,7,0.0,-0.0,1.0
22186,Terrence Ramirez,2,5,0,5.3,2024-11-14,2,2,7,0,68,42.0,26.0,60.2,41,9,9.0,2.9,3.3,0,9,0,1.5,9.569999999999999,11,25.0,-105.0,0.21951219512195122
373815,Kevin Wright,0,4,1,2.4,2024-03-30,1,2,1,1,40,3.0,37.0,96.4,15,7,1.0,1.0,4.1,2,11,0,2.7,4.1,9,100.0,35.0,0.4666666666666667
892620,Lisa Rogers DVM,5,5,0,8.1,2024-09-02,1,1,2,1,54,30.0,24.0,65.4,15,3,2.0,7.9,3.6,0,1,2,1.9,28.44,1,33.33333333333333,-10.0,0.2
414371,Tammy Stewart,1,0,0,10.6,2024-06-11,2,2,3,0,45,45.0,0.0,83.2,8,4,2.0,3.2,2.1,2,30,1,3.5,6.720000000000001,7,50.0,-132.0,0.5
384150,Christina Brown,2,5,0,6.9,2024-01-31,3,1,3,1,74,53.0,21.0,59.3,47,5,2.0,7.7,4.5,1,11,2,4.4,34.65,4,25.0,-93.0,0.10638297872340426
290855,Mrs. Megan Short,2,3,0,7.8,2024-10-09,1,1,9,1,90,31.0,59.0,66.6,27,5,11.0,6.6,1.3,1,22,2,3.0,8.58,5,10.0,261.0,0.18518518518518517
258206,Richard Mayer,5,0,0,5.7,2024-05-06,3,2,8,1,26,12.0,14.0,63.7,31,7,18.0,6.4,3.5,1,0,0,1.4,22.400000000000002,6,22.22222222222222,24.0,0.22580645161290322
232193,April Weiss,1,2,0,6.4,2024-03-25,0,0,4,0,26,7.0,19.0,59.6,31,25,31.0,5.8,2.8,0,26,0,3.2,16.24,9,0.0,52.0,0.8064516129032258
159824,Ryan Wilkerson,5,4,0,12.2,2024-11-09,1,1,10,1,81,43.0,38.0,88.9,22,17,21.0,5.6,2.1,2,18,2,3.7,11.76,12,9.090909090909092,-40.0,0.7727272727272727
602958,Jesse Webb,5,5,0,11.1,2024-12-25,2,1,3,1,78,15.0,63.0,90.2,39,21,28.0,4.0,2.2,1,8,0,2.5,8.8,12,25.0,147.0,0.5384615384615384
191360,Stephen Dennis,3,7,0,9.2,2024-10-17,2,0,3,0,67,56.0,11.0,60.5,41,34,18.0,2.2,3.1,2,10,1,4.2,6.820000000000001,11,0.0,-132.0,0.8292682926829268
166453,Kaitlyn Smith,4,1,1,2.4,2024-11-03,4,1,10,0,90,23.0,67.0,78.3,13,2,12.0,3.2,1.9,1,0,1,3.8,6.08,5,9.090909090909092,450.0,0.15384615384615385
587575,Joanne Le,4,1,0,14.8,2024-05-23,4,2,8,1,14,4.0,10.0,83.6,15,7,1.0,10.0,2.0,2,7,1,3.2,20.0,5,22.22222222222222,56.0,0.4666666666666667
883603,Matthew Gillespie,3,7,0,13.0,2024-06-15,4,1,9,0,51,16.0,35.0,95.2,5,3,0.0,3.4,2.4,0,29,2,1.9,8.16,2,10.0,180.0,0.6
157963,Ashley Hart,2,2,1,2.2,2024-05-04,0,2,6,0,36,4.0,32.0,72.8,17,15,11.0,1.5,4.9,1,25,2,2.3,7.3500000000000005,11,28.57142857142857,174.0,0.8823529411764706
85390,Lisa Flores,1,4,0,14.4,2024-03-21,1,1,4,0,48,15.0,33.0,87.8,50,3,40.0,3.7,4.8,2,10,0,2.2,17.76,9,20.0,76.0,0.06
35885,Melvin Lee,2,1,0,13.3,2024-10-01,4,0,1,0,38,33.0,5.0,63.1,48,7,6.0,1.7,2.5,0,3,0,1.7,4.25,11,0.0,-27.0,0.14583333333333334
723400,Valerie Williams,0,3,0,2.9,2024-03-15,1,0,8,1,86,52.0,34.0,73.6,7,7,0.0,9.1,2.5,1,18,1,3.8,22.75,3,0.0,-136.0,1.0
407446,Travis Nelson,3,6,1,1.3,2024-12-10,1,0,10,1,70,39.0,31.0,94.1,47,16,2.0,3.7,2.6,2,30,2,2.5,9.620000000000001,8,0.0,-70.0,0.3404255319148936
952892,Christopher Bishop,0,2,0,4.8,2024-02-22,4,2,7,0,81,34.0,47.0,85.7,15,8,1.0,2.6,2.6,0,26,1,1.0,6.760000000000001,4,25.0,98.0,0.5333333333333333
857848,Omar Underwood,6,1,2,10.0,2024-10-04,3,0,1,0,16,12.0,4.0,65.0,6,1,4.0,8.7,2.1,2,12,0,3.7,18.27,10,0.0,-7.0,0.16666666666666666
895787,Tina Hall,2,5,0,10.4,2024-04-30,0,1,6,1,37,17.0,20.0,88.4,26,2,26.0,2.9,1.2,1,15,0,4.2,3.48,9,14.285714285714285,24.0,0.07692307692307693
166925,Morgan Hernandez,5,4,0,6.6,2024-10-23,2,1,1,1,36,1.0,35.0,69.0,26,21,17.0,3.3,2.2,2,13,0,1.8,7.26,8,50.0,35.0,0.8076923076923077
887833,Kimberly Santiago,4,0,2,0.3,2024-06-17,0,1,6,0,29,14.0,15.0,91.4,19,10,17.0,2.0,2.0,2,30,0,1.2,4.0,11,14.285714285714285,12.0,0.5263157894736842
359191,Lisa Lewis,5,6,0,11.8,2024-07-09,1,0,2,1,13,2.0,11.0,91.6,35,32,32.0,9.6,4.0,1,6,1,3.0,38.4,4,0.0,20.0,0.9142857142857143
663161,Jamie Davis,4,3,0,10.0,2024-12-10,1,1,8,0,33,28.0,5.0,55.9,27,1,26.0,5.1,4.1,1,15,1,2.6,20.909999999999997,2,11.11111111111111,-176.0,0.037037037037037035
153125,Carlos Murphy,4,6,0,14.4,2024-08-20,4,2,4,1,28,19.0,9.0,57.9,36,14,15.0,6.0,1.3,2,18,2,3.4,7.800000000000001,10,40.0,-36.0,0.3888888888888889
297523,Cheryl White,0,2,0,9.3,2024-09-08,2,2,10,1,38,24.0,14.0,77.2,41,11,22.0,9.3,4.5,2,26,2,2.3,41.85,10,18.181818181818183,-90.0,0.2682926829268293
780414,Corey Costa,3,0,0,12.1,2024-08-30,1,2,4,0,80,52.0,28.0,84.8,19,9,10.0,10.0,2.1,2,16,1,1.4,21.0,1,40.0,-92.0,0.47368421052631576
673277,Michael Lee,4,2,0,7.9,2024-01-12,2,0,3,1,77,37.0,40.0,53.8,8,8,7.0,1.5,2.0,2,1,2,3.8,3.0,3,0.0,12.0,1.0
948510,Tyler Jefferson,0,1,1,1.8,2024-07-08,3,1,2,1,93,61.0,32.0,92.2,15,11,11.0,2.3,4.8,2,22,2,1.4,11.04,5,33.33333333333333,-56.0,0.7333333333333333
285614,Kristopher Webb,6,4,1,2.5,2024-08-15,1,2,5,1,30,26.0,4.0,57.7,43,7,9.0,5.4,1.2,0,18,0,3.2,6.48,3,33.33333333333333,-105.0,0.16279069767441862
819323,Michael Lewis,0,2,0,4.8,2024-07-23,1,2,2,1,83,59.0,24.0,99.4,47,11,7.0,5.3,1.8,2,27,0,1.2,9.54,5,66.66666666666666,-68.0,0.23404255319148937
811718,Elizabeth Martin,6,6,0,5.9,2024-05-27,3,1,10,0,35,35.0,0.0,71.3,21,14,4.0,3.3,1.4,2,12,1,2.4,4.619999999999999,4,9.090909090909092,-340.0,0.6666666666666666
884470,Nancy Jones,3,2,0,7.4,2024-10-14,3,2,1,0,69,57.0,12.0,74.2,25,1,4.0,2.8,3.5,1,8,1,3.3,9.799999999999999,9,100.0,-44.0,0.04
411051,Michael Coleman,0,0,0,12.6,2024-10-20,3,1,9,0,80,62.0,18.0,95.0,20,3,6.0,5.2,4.3,1,24,0,2.4,22.36,8,10.0,-387.0,0.15
243487,Kathy Smith,2,2,1,1.3,2024-06-30,1,0,5,1,81,38.0,43.0,70.9,47,9,20.0,6.0,2.7,2,10,1,4.0,16.200000000000003,2,0.0,30.0,0.19148936170212766
941662,Jocelyn Newman,4,2,0,12.1,2024-12-05,1,2,7,0,80,15.0,65.0,58.3,41,26,5.0,9.9,3.1,0,20,0,4.9,30.69,12,25.0,357.0,0.6341463414634146
436709,Chad Dennis,3,6,0,8.1,2024-04-14,0,2,4,0,85,56.0,29.0,87.4,14,10,6.0,3.7,2.0,2,29,2,4.3,7.4,1,40.0,-104.0,0.7142857142857143
324852,John Gutierrez,1,3,0,4.2,2024-09-24,1,2,0,0,69,25.0,44.0,83.3,44,27,34.0,4.2,3.7,1,15,2,4.7,15.540000000000001,12,200.0,0.0,0.6136363636363636
545943,Dustin Pearson,3,6,0,8.8,2024-11-01,0,0,7,0,65,5.0,60.0,50.2,29,5,19.0,9.3,3.9,0,3,0,1.4,36.27,4,0.0,392.0,0.1724137931034483
967216,Jason Campbell,5,1,0,9.4,2024-11-17,2,2,2,1,87,73.0,14.0,87.4,19,7,3.0,8.9,2.9,1,3,2,3.9,25.81,10,66.66666666666666,-116.0,0.3684210526315789
203701,Patrick Gaines,3,0,1,3.6,2024-01-16,4,2,10,0,96,56.0,40.0,65.9,47,46,19.0,9.1,4.1,0,1,2,4.9,37.309999999999995,1,18.181818181818183,-150.0,0.9787234042553191
29120,Kevin Donovan,5,2,0,6.1,2024-09-14,2,0,2,0,57,34.0,23.0,92.1,19,15,1.0,8.1,4.0,1,4,1,4.4,32.4,1,0.0,-20.0,0.7894736842105263
404234,Christopher James,0,2,0,7.8,2024-03-11,1,0,5,1,56,37.0,19.0,99.5,14,5,7.0,3.7,1.4,0,0,1,2.7,5.18,5,0.0,-85.0,0.35714285714285715
243849,Sheila Johnson,3,3,0,11.1,2024-07-06,3,0,7,1,38,8.0,30.0,72.9,36,16,3.0,8.5,4.4,0,21,0,2.2,37.400000000000006,1,0.0,161.0,0.4444444444444444
273387,April Johnson,1,0,0,5.6,2024-07-27,2,2,7,1,54,39.0,15.0,78.6,35,22,16.0,9.3,2.1,2,18,1,2.9,19.53,7,25.0,-161.0,0.6285714285714286
784757,John Roberson,5,7,0,13.7,2024-03-16,4,1,9,0,38,33.0,5.0,66.2,32,27,2.0,6.9,4.2,0,17,0,2.6,28.980000000000004,6,10.0,-243.0,0.84375
345734,Lynn Jacobs,4,4,0,14.3,2024-02-09,2,0,7,1,80,10.0,70.0,56.3,23,9,3.0,2.1,2.1,2,28,0,1.1,4.41,11,0.0,427.0,0.391304347826087
995560,Brittany Cooper,5,0,0,10.6,2024-09-17,4,2,5,0,42,42.0,0.0,77.9,5,3,0.0,5.8,3.3,2,14,0,3.8,19.139999999999997,7,33.33333333333333,-205.0,0.6
997016,Jeff Hancock,1,2,0,5.6,2024-09-02,0,0,1,1,19,17.0,2.0,85.2,37,1,10.0,8.8,4.0,1,18,2,4.9,35.2,7,0.0,-14.0,0.02702702702702703
201549,Veronica Smith,0,7,0,2.2,2024-07-09,2,0,1,1,32,31.0,1.0,66.8,9,1,1.0,1.3,3.8,2,12,1,3.5,4.9399999999999995,11,0.0,-29.0,0.1111111111111111
122302,Steven Hughes,2,0,0,7.6,2024-09-25,0,2,8,0,30,8.0,22.0,60.4,12,7,11.0,5.6,3.1,1,23,0,4.7,17.36,7,22.22222222222222,120.0,0.5833333333333334
643713,Kendra Velez,2,5,0,8.4,2024-05-18,4,2,10,0,99,79.0,20.0,53.2,30,25,11.0,3.5,2.8,2,22,0,2.5,9.799999999999999,10,18.181818181818183,-580.0,0.8333333333333334
969437,Alyssa Newman,4,4,2,9.5,2024-11-07,0,2,9,0,70,5.0,65.0,56.3,43,33,27.0,1.3,1.4,2,2,2,4.6,1.8199999999999998,1,20.0,549.0,0.7674418604651163
344600,Travis Hull,5,7,0,8.4,2024-02-06,2,2,3,1,46,13.0,33.0,98.7,46,25,1.0,1.2,4.4,0,29,2,3.6,5.28,9,50.0,63.0,0.5434782608695652
677656,Hannah Adams,1,0,0,5.9,2024-01-25,2,2,3,0,74,14.0,60.0,68.6,38,24,10.0,9.4,4.2,0,10,1,1.5,39.480000000000004,3,50.0,141.0,0.631578947368421
737067,Megan Oliver,3,4,0,3.4,2024-06-13,4,1,10,0,96,30.0,66.0,74.1,33,11,9.0,2.3,2.2,0,21,0,2.5,5.06,10,9.090909090909092,370.0,0.3333333333333333
113112,Gary Morgan,2,0,1,7.5,2024-10-10,1,1,1,0,35,15.0,20.0,73.4,34,16,17.0,3.0,3.6,0,13,0,3.6,10.8,3,50.0,6.0,0.47058823529411764
222738,Ernest Campos,6,6,0,8.4,2024-12-12,2,2,1,0,85,0.0,85.0,83.1,5,3,2.0,9.0,4.8,2,24,1,4.6,43.199999999999996,10,100.0,86.0,0.6
585007,Barbara Nicholson,1,4,0,8.5,2024-01-22,3,0,5,0,67,61.0,6.0,94.9,36,4,2.0,7.6,3.1,0,8,1,2.3,23.56,8,0.0,-270.0,0.1111111111111111
399298,Amy Stephens,1,0,0,14.9,2024-11-25,4,1,5,1,19,6.0,13.0,51.0,8,6,1.0,4.4,1.8,1,27,1,3.2,7.920000000000001,4,16.666666666666664,40.0,0.75
595629,Karen Rogers,0,7,0,13.7,2024-01-21,4,2,3,0,97,13.0,84.0,89.9,41,1,37.0,7.0,2.3,0,7,2,2.1,16.099999999999998,6,50.0,216.0,0.024390243902439025
680543,Karen Maddox,3,5,1,3.9,2024-08-06,2,0,2,1,27,13.0,14.0,79.3,11,1,7.0,9.6,4.5,1,27,2,1.5,43.199999999999996,9,0.0,4.0,0.09090909090909091
304737,Anthony Pierce,3,4,0,5.4,2024-07-09,0,2,2,0,57,37.0,20.0,63.9,5,5,1.0,8.6,3.7,1,8,0,5.0,31.82,10,66.66666666666666,-32.0,1.0
721943,Brian Martinez,2,1,0,10.6,2024-11-23,2,1,8,1,86,34.0,52.0,96.6,8,8,2.0,7.4,4.4,0,12,0,2.3,32.56,6,11.11111111111111,152.0,1.0
722449,Ashley Parks,1,7,0,4.0,2024-11-19,3,2,1,0,33,19.0,14.0,67.4,47,31,26.0,6.8,1.2,0,22,0,2.8,8.16,2,100.0,-4.0,0.6595744680851063
893545,Rachel Flynn,2,7,0,10.2,2024-06-27,1,1,7,0,100,4.0,93.22561810863837,60.5,35,31,0.0,5.0,3.6,0,19,2,2.9,18.0,12,12.5,632.2066885588367,0.8857142857142857
662386,Brandon Dougherty,1,3,0,9.4,2024-03-16,2,2,5,1,73,69.0,4.0,89.5,7,5,6.0,9.2,4.7,2,1,1,4.1,43.239999999999995,9,33.33333333333333,-320.0,0.7142857142857143
579571,Gloria Hahn,5,5,0,14.0,2024-02-28,0,0,7,1,93,52.0,41.0,52.8,10,2,7.0,9.4,4.6,0,7,0,1.5,43.239999999999995,2,0.0,-70.0,0.2
38325,Vanessa Garcia,1,7,0,13.3,2024-06-20,4,0,7,0,42,39.0,3.0,72.1,46,9,36.0,2.2,1.8,0,21,1,4.0,3.9600000000000004,11,0.0,-245.0,0.1956521739130435
980021,Amy Mcdaniel,2,5,0,13.9,2024-03-06,4,0,9,1,92,39.0,53.0,95.0,48,12,47.0,6.2,3.3,2,16,0,2.8,20.46,4,0.0,135.0,0.25
536712,Robert Johnson,1,2,0,5.5,2024-09-03,0,0,4,1,60,10.0,50.0,54.2,19,4,14.0,4.5,4.0,0,30,0,4.9,18.0,8,0.0,164.0,0.21052631578947367
817343,Richard Perez,3,2,0,9.3,2024-12-04,3,2,3,1,30,25.0,5.0,81.6,25,23,24.0,3.0,2.1,2,10,0,3.6,6.300000000000001,11,50.0,-57.0,0.92
963344,Jason Schultz,5,1,0,8.4,2024-11-20,1,1,9,0,32,16.0,16.0,80.1,49,44,41.0,3.1,4.4,2,4,2,3.3,13.640000000000002,9,10.0,9.0,0.8979591836734694
432001,Ashley Mann,1,4,1,8.8,2024-07-10,0,2,4,1,53,33.0,20.0,64.8,41,7,14.0,2.6,4.3,2,12,1,3.5,11.18,3,40.0,-48.0,0.17073170731707318
948395,Karen Hall,4,4,0,9.9,2024-02-14,4,0,10,0,60,18.0,42.0,98.0,35,34,31.0,4.6,3.6,0,15,2,4.9,16.56,4,0.0,250.0,0.9714285714285714
951009,Charles Harrison,0,3,1,6.3,2024-07-05,4,0,0,1,14,14.0,0.0,63.0,43,29,2.0,6.7,1.7,2,6,2,2.0,11.39,10,0.0,-0.0,0.6744186046511628
289696,James Johnson,1,4,0,14.4,2024-02-24,2,0,4,0,50,41.0,9.0,89.8,26,15,24.0,3.2,2.7,2,7,2,4.0,8.64,9,0.0,-124.0,0.5769230769230769
739776,Jason Phelps,5,0,0,12.0,2024-05-27,4,2,7,1,99,61.0,38.0,62.2,18,14,12.0,2.6,4.1,0,10,0,2.1,10.66,3,25.0,-154.0,0.7777777777777778
755265,Ryan Mills,6,5,0,11.0,2024-10-17,0,2,0,1,75,66.0,9.0,50.3,27,11,8.0,9.6,4.9,2,24,1,1.5,47.04,3,200.0,-0.0,0.4074074074074074
